id_individual,first_id,date,time,area,local,capture_type,ground_canopy,latitude,longitude,temperature,u_r_a,river_level,family,subfamily,tribo,genus,subgenus,specie,fed_unfed,mite,sex,in_pbs,homogenized_in_pbs,pooled,rna_extracted,extraction_method,c_dna,denv,zikv,yfv,mayv,chikv,wnv,slev,orov,rocio,ilheus,eeev,veev,weev,btv,vsv,carv,temp_15d_before,u_r_a_15d_before,temp_mean_month_before,temp_max_month_before,temp_min_month_before,u_r_a_mean_month_before,u_r_a_max_month_before,u_r_a_min_month_before
1806,1,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.23722,30.178521728515648,54.8904643673566,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,f,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.260278320312523,47.91778908043647,29.27341715494794,31.542474365234398,25.385034179687523,63.32244950271334,83.61894362934648,46.69650007023187
1807,1,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.23722,30.178521728515648,54.8904643673566,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,f,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.260278320312523,47.91778908043647,29.27341715494794,31.542474365234398,25.385034179687523,63.32244950271334,83.61894362934648,46.69650007023187
1808,1,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.23722,30.178521728515648,54.8904643673566,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,f,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.260278320312523,47.91778908043647,29.27341715494794,31.542474365234398,25.385034179687523,63.32244950271334,83.61894362934648,46.69650007023187
1809,1,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.23722,30.178521728515648,54.8904643673566,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,f,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.260278320312523,47.91778908043647,29.27341715494794,31.542474365234398,25.385034179687523,63.32244950271334,83.61894362934648,46.69650007023187
1810,1,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.23722,30.178521728515648,54.8904643673566,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,f,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.260278320312523,47.91778908043647,29.27341715494794,31.542474365234398,25.385034179687523,63.32244950271334,83.61894362934648,46.69650007023187
1811,1,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.23722,30.178521728515648,54.8904643673566,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,f,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.260278320312523,47.91778908043647,29.27341715494794,31.542474365234398,25.385034179687523,63.32244950271334,83.61894362934648,46.69650007023187
1812,1,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.23722,30.178521728515648,54.8904643673566,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,f,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.260278320312523,47.91778908043647,29.27341715494794,31.542474365234398,25.385034179687523,63.32244950271334,83.61894362934648,46.69650007023187
1813,1,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.23722,30.178521728515648,54.8904643673566,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,f,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.260278320312523,47.91778908043647,29.27341715494794,31.542474365234398,25.385034179687523,63.32244950271334,83.61894362934648,46.69650007023187
1814,2,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,m,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1815,2,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,m,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1816,2,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,m,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1817,2,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,m,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1818,2,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,m,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1819,2,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,m,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1820,2,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,m,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1821,2,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,m,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1822,2,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,m,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1823,2,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,m,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1824,2,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,m,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1825,2,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,m,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1826,2,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,m,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1827,2,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,m,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1828,2,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,m,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1829,2,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,m,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1830,2,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,m,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1831,2,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,m,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1832,2,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,m,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1833,2,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,m,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1834,3,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,f,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1835,3,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,f,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1836,3,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,f,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1837,3,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,f,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1838,3,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,f,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1839,3,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,f,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1840,3,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,f,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1841,3,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,f,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
1842,3,2025-01-13,pm,s3_porta_da_manga,homestead,atv,near-ground,-19.259342,-57.24052,29.947229003906273,55.51211100231202,NA,culicidae,culicinae,culicini,culex,culex,Culex quinquefasciatus,unfed,not_observed,f,yes,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.226708984375023,47.23999589734142,29.164709472656273,31.475885009765648,25.309350585937523,63.43273378042074,82.7261948465626,46.06306289192525
